,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
70,2021-09-29,170.60344068401662,160.9403074537431,182.39622687212082,170.60344068401662,170.60344068401662,0.90281278188763,0.90281278188763,0.90281278188763,0.90281278188763,0.90281278188763,0.90281278188763,0.0,0.0,0.0,171.50625346590425
71,2021-09-30,170.56633601780095,160.85428117346115,182.76603739431033,170.56633601780095,170.56633601780095,0.5488971763017457,0.5488971763017457,0.5488971763017457,0.5488971763017457,0.5488971763017457,0.5488971763017457,0.0,0.0,0.0,171.1152331941027
72,2021-10-01,170.52923135158528,159.13796479848017,181.50787537866947,170.52923135158528,170.52923135158528,-0.1328110758987754,-0.1328110758987754,-0.1328110758987754,-0.1328110758987754,-0.1328110758987754,-0.1328110758987754,0.0,0.0,0.0,170.3964202756865
73,2021-10-04,170.4179173356466,160.1483652725269,181.82864497529823,170.4179173356466,170.4179173356466,0.38600510032104635,0.38600510032104635,0.38600510032104635,0.38600510032104635,0.38600510032104635,0.38600510032104635,0.0,0.0,0.0,170.80392243596765
74,2021-10-05,170.38081266366703,158.58226914447715,182.9040038568467,170.38081266366703,170.38081266366703,0.9121953137273765,0.9121953137273765,0.9121953137273765,0.9121953137273765,0.9121953137273765,0.9121953137273765,0.0,0.0,0.0,171.2930079773944
75,2021-10-06,170.34370799168747,160.89462943703995,182.5782016243832,170.34370799168747,170.34370799168747,0.9028127818878303,0.9028127818878303,0.9028127818878303,0.9028127818878303,0.9028127818878303,0.9028127818878303,0.0,0.0,0.0,171.2465207735753
76,2021-10-07,170.3066033197079,159.36803797543783,182.84653722721106,170.3066033197079,170.3066033197079,0.5488971763024602,0.5488971763024602,0.5488971763024602,0.5488971763024602,0.5488971763024602,0.5488971763024602,0.0,0.0,0.0,170.85550049601036
77,2021-10-08,170.26949864772834,159.44950053443915,181.44403162503966,170.26949864772834,170.26949864772834,-0.13281107589410482,-0.13281107589410482,-0.13281107589410482,-0.13281107589410482,-0.13281107589410482,-0.13281107589410482,0.0,0.0,0.0,170.13668757183424
78,2021-10-11,170.15818463178962,159.837338154613,181.63874050527122,170.15818463178962,170.15818463178962,0.3860051003163871,0.3860051003163871,0.3860051003163871,0.3860051003163871,0.3860051003163871,0.3860051003163871,0.0,0.0,0.0,170.54418973210602
79,2021-10-12,170.12107995981006,159.76895128418138,182.03353443629172,170.12107995981006,170.12107995981006,0.9121953137274688,0.9121953137274688,0.9121953137274688,0.9121953137274688,0.9121953137274688,0.9121953137274688,0.0,0.0,0.0,171.03327527353753
